t,ua,ub,uc,omega_mech,theta_mech,theta_e,ia,ib,ic,id,iq,T_em
2.443,0,0,0.15,-0.000646109,-1.04703,-2.09405,-9.79806,-9.80978,19.6078,19.6078,3.32551e-05,1.29695e-06
2.444,0,0,0.15,-0.00064368,-1.04703,-2.09405,-9.79809,-9.80976,19.6078,19.6078,3.31301e-05,1.29207e-06
2.445,0,0,0.15,-0.000641261,-1.04703,-2.09405,-9.79811,-9.80973,19.6078,19.6078,3.30056e-05,1.28722e-06
2.446,0,0,0.15,-0.00063885,-1.04703,-2.09406,-9.79813,-9.80971,19.6078,19.6078,3.28815e-05,1.28238e-06
2.447,0,0,0.15,-0.000636449,-1.04703,-2.09406,-9.79815,-9.80969,19.6078,19.6078,3.27579e-05,1.27756e-06
2.448,0,0,0.15,-0.000634057,-1.04703,-2.09406,-9.79817,-9.80967,19.6078,19.6078,3.26348e-05,1.27276e-06
2.449,0,0,0.15,-0.000631674,-1.04703,-2.09406,-9.79819,-9.80965,19.6078,19.6078,3.25122e-05,1.26797e-06
2.45,0,0,0.15,-0.0006293,-1.04703,-2.09406,-9.79822,-9.80963,19.6078,19.6078,3.239e-05,1.26321e-06
2.451,0,0,0.15,-0.000626934,-1.04703,-2.09406,-9.79824,-9.8096,19.6078,19.6078,3.22682e-05,1.25846e-06
2.452,0,0,0.15,-0.000624578,-1.04703,-2.09406,-9.79826,-9.80958,19.6078,19.6078,3.21469e-05,1.25373e-06
2.453,0,0,0.15,-0.00062223,-1.04703,-2.09406,-9.79828,-9.80956,19.6078,19.6078,3.20261e-05,1.24902e-06
2.454,0,0,0.15,-0.000619892,-1.04703,-2.09407,-9.7983,-9.80954,19.6078,19.6078,3.19057e-05,1.24432e-06
2.455,0,0,0.15,-0.000617562,-1.04703,-2.09407,-9.79832,-9.80952,19.6078,19.6078,3.17858e-05,1.23965e-06
2.456,0,0,0.15,-0.000615241,-1.04703,-2.09407,-9.79834,-9.8095,19.6078,19.6078,3.16663e-05,1.23499e-06
2.457,0,0,0.15,-0.000612928,-1.04703,-2.09407,-9.79836,-9.80948,19.6078,19.6078,3.15473e-05,1.23035e-06
2.458,0,0,0.15,-0.000610624,-1.04704,-2.09407,-9.79839,-9.80946,19.6078,19.6078,3.14287e-05,1.22572e-06
2.459,0,0,0.15,-0.000608329,-1.04704,-2.09407,-9.79841,-9.80944,19.6078,19.6078,3.13106e-05,1.22111e-06
2.46,0,0,0.15,-0.000606043,-1.04704,-2.09407,-9.79843,-9.80941,19.6078,19.6078,3.11929e-05,1.21652e-06
2.461,0,0,0.15,-0.000603765,-1.04704,-2.09407,-9.79845,-9.80939,19.6078,19.6078,3.10757e-05,1.21195e-06
2.462,0,0,0.15,-0.000601496,-1.04704,-2.09408,-9.79847,-9.80937,19.6078,19.6078,3.09589e-05,1.2074e-06
2.463,0,0,0.15,-0.000599235,-1.04704,-2.09408,-9.79849,-9.80935,19.6078,19.6078,3.08425e-05,1.20286e-06
2.464,0,0,0.15,-0.000596983,-1.04704,-2.09408,-9.79851,-9.80933,19.6078,19.6078,3.07266e-05,1.19834e-06
2.465,0,0,0.15,-0.000594739,-1.04704,-2.09408,-9.79853,-9.80931,19.6078,19.6078,3.06111e-05,1.19383e-06
2.466,0,0,0.15,-0.000592503,-1.04704,-2.09408,-9.79855,-9.80929,19.6078,19.6078,3.0496e-05,1.18935e-06
2.467,0,0,0.15,-0.000590276,-1.04704,-2.09408,-9.79857,-9.80927,19.6078,19.6078,3.03814e-05,1.18488e-06
2.468,0,0,0.15,-0.000588058,-1.04704,-2.09408,-9.79859,-9.80925,19.6078,19.6078,3.02672e-05,1.18042e-06
2.469,0,0,0.15,-0.000585847,-1.04704,-2.09408,-9.79861,-9.80923,19.6078,19.6078,3.01535e-05,1.17599e-06
2.47,0,0,0.15,-0.000583645,-1.04704,-2.09409,-9.79863,-9.80921,19.6078,19.6078,3.00401e-05,1.17157e-06
2.471,0,0,0.15,-0.000581452,-1.04704,-2.09409,-9.79865,-9.80919,19.6078,19.6078,2.99272e-05,1.16716e-06
2.472,0,0,0.15,-0.000579266,-1.04704,-2.09409,-9.79867,-9.80917,19.6078,19.6078,2.98147e-05,1.16277e-06
2.473,0,0,0.15,-0.000577089,-1.04704,-2.09409,-9.79869,-9.80915,19.6078,19.6078,2.97027e-05,1.1584e-06
2.474,0,0,0.15,-0.00057492,-1.04704,-2.09409,-9.79871,-9.80913,19.6078,19.6078,2.9591e-05,1.15405e-06
2.475,0,0,0.15,-0.000572759,-1.04705,-2.09409,-9.79873,-9.80911,19.6078,19.6078,2.94798e-05,1.14971e-06
2.476,0,0,0.15,-0.000570606,-1.04705,-2.09409,-9.79875,-9.80909,19.6078,19.6078,2.9369e-05,1.14539e-06
2.477,0,0,0.15,-0.000568462,-1.04705,-2.09409,-9.79877,-9.80907,19.6078,19.6078,2.92586e-05,1.14109e-06
2.478,0,0,0.15,-0.000566325,-1.04705,-2.09409,-9.79879,-9.80905,19.6078,19.6078,2.91487e-05,1.1368e-06
2.479,0,0,0.15,-0.000564196,-1.04705,-2.0941,-9.79881,-9.80904,19.6078,19.6078,2.90391e-05,1.13252e-06
2.48,0,0,0.15,-0.000562076,-1.04705,-2.0941,-9.79883,-9.80902,19.6078,19.6078,2.893e-05,1.12827e-06
2.481,0,0,0.15,-0.000559963,-1.04705,-2.0941,-9.79884,-9.809,19.6078,19.6078,2.88212e-05,1.12403e-06
2.482,0,0,0.15,-0.000557859,-1.04705,-2.0941,-9.79886,-9.80898,19.6078,19.6078,2.87129e-05,1.1198e-06
2.483,0,0,0.15,-0.000555762,-1.04705,-2.0941,-9.79888,-9.80896,19.6078,19.6078,2.8605e-05,1.11559e-06
2.484,0,0,0.15,-0.000553673,-1.04705,-2.0941,-9.7989,-9.80894,19.6078,19.6078,2.84975e-05,1.1114e-06
2.485,0,0,0.15,-0.000551592,-1.04705,-2.0941,-9.79892,-9.80892,19.6078,19.6078,2.83903e-05,1.10722e-06
2.486,0,0,0.15,-0.000549519,-1.04705,-2.0941,-9.79894,-9.8089,19.6078,19.6078,2.82836e-05,1.10306e-06
2.487,0,0,0.15,-0.000547453,-1.04705,-2.0941,-9.79896,-9.80888,19.6078,19.6078,2.81773e-05,1.09892e-06
2.488,0,0,0.15,-0.000545396,-1.04705,-2.09411,-9.79898,-9.80886,19.6078,19.6078,2.80714e-05,1.09479e-06
2.489,0,0,0.15,-0.000543346,-1.04705,-2.09411,-9.799,-9.80885,19.6078,19.6078,2.79659e-05,1.09067e-06
2.49,0,0,0.15,-0.000541303,-1.04705,-2.09411,-9.79901,-9.80883,19.6078,19.6078,2.78608e-05,1.08657e-06
2.491,0,0,0.15,-0.000539269,-1.04705,-2.09411,-9.79903,-9.80881,19.6078,19.6078,2.77561e-05,1.08249e-06
2.492,0,0,0.15,-0.000537242,-1.04705,-2.09411,-9.79905,-9.80879,19.6078,19.6078,2.76518e-05,1.07842e-06
2.493,0,0,0.15,-0.000535223,-1.04706,-2.09411,-9.79907,-9.80877,19.6078,19.6078,2.75478e-05,1.07437e-06
2.494,0,0,0.15,-0.000533211,-1.04706,-2.09411,-9.79909,-9.80875,19.6078,19.6078,2.74443e-05,1.07033e-06
2.495,0,0,0.15,-0.000531207,-1.04706,-2.09411,-9.79911,-9.80874,19.6078,19.6078,2.73411e-05,1.0663e-06
2.496,0,0,0.15,-0.00052921,-1.04706,-2.09411,-9.79912,-9.80872,19.6078,19.6078,2.72384e-05,1.0623e-06
2.497,0,0,0.15,-0.000527221,-1.04706,-2.09412,-9.79914,-9.8087,19.6078,19.6078,2.7136e-05,1.0583e-06
2.498,0,0,0.15,-0.00052524,-1.04706,-2.09412,-9.79916,-9.80868,19.6078,19.6078,2.7034e-05,1.05433e-06
2.499,0,0,0.15,-0.000523265,-1.04706,-2.09412,-9.79918,-9.80866,19.6078,19.6078,2.69324e-05,1.05036e-06
2.5,0,0,0.15,-0.000521299,-1.04706,-2.09412,-9.7992,-9.80865,19.6078,19.6078,2.68312e-05,1.04641e-06
2.501,0,0,0.15,-0.000519339,-1.04706,-2.09412,-9.79921,-9.80863,19.6078,19.6078,2.67303e-05,1.04248e-06
2.502,0,0,0.15,-0.000517387,-1.04706,-2.09412,-9.79923,-9.80861,19.6078,19.6078,2.66298e-05,1.03856e-06
2.503,0,0,0.15,-0.000515443,-1.04706,-2.09412,-9.79925,-9.80859,19.6078,19.6078,2.65297e-05,1.03466e-06
2.504,0,0,0.15,-0.000513505,-1.04706,-2.09412,-9.79927,-9.80858,19.6078,19.6078,2.643e-05,1.03077e-06
2.505,0,0,0.15,-0.000511575,-1.04706,-2.09412,-9.79928,-9.80856,19.6078,19.6078,2.63307e-05,1.0269e-06
2.506,0,0,0.15,-0.000509652,-1.04706,-2.09412,-9.7993,-9.80854,19.6078,19.6078,2.62317e-05,1.02304e-06
2.507,0,0,0.15,-0.000507737,-1.04706,-2.09413,-9.79932,-9.80852,19.6078,19.6078,2.61331e-05,1.01919e-06
2.508,0,0,0.15,-0.000505828,-1.04706,-2.09413,-9.79934,-9.80851,19.6078,19.6078,2.60349e-05,1.01536e-06
2.509,0,0,0.15,-0.000503927,-1.04706,-2.09413,-9.79935,-9.80849,19.6078,19.6078,2.5937e-05,1.01154e-06
2.51,0,0,0.15,-0.000502033,-1.04706,-2.09413,-9.79937,-9.80847,19.6078,19.6078,2.58396e-05,1.00774e-06
2.511,0,0,0.15,-0.000500146,-1.04706,-2.09413,-9.79939,-9.80845,19.6078,19.6078,2.57424e-05,1.00396e-06
2.512,0,0,0.15,-0.000498266,-1.04707,-2.09413,-9.7994,-9.80844,19.6078,19.6078,2.56457e-05,1.00018e-06
2.513,0,0,0.15,-0.000496394,-1.04707,-2.09413,-9.79942,-9.80842,19.6078,19.6078,2.55493e-05,9.96422e-07
2.514,0,0,0.15,-0.000494528,-1.04707,-2.09413,-9.79944,-9.8084,19.6078,19.6078,2.54533e-05,9.92677e-07
2.515,0,0,0.15,-0.000492669,-1.04707,-2.09413,-9.79945,-9.80839,19.6078,19.6078,2.53576e-05,9.88946e-07
2.516,0,0,0.15,-0.000490817,-1.04707,-2.09413,-9.79947,-9.80837,19.6078,19.6078,2.52623e-05,9.85229e-07
2.517,0,0,0.15,-0.000488972,-1.04707,-2.09414,-9.79949,-9.80835,19.6078,19.6078,2.51673e-05,9.81526e-07
2.518,0,0,0.15,-0.000487135,-1.04707,-2.09414,-9.79951,-9.80834,19.6078,19.6078,2.50727e-05,9.77837e-07
2.519,0,0,0.15,-0.000485304,-1.04707,-2.09414,-9.79952,-9.80832,19.6078,19.6078,2.49785e-05,9.74161e-07
2.52,0,0,0.15,-0.00048348,-1.04707,-2.09414,-9.79954,-9.8083,19.6078,19.6078,2.48846e-05,9.705e-07
2.521,0,0,0.15,-0.000481662,-1.04707,-2.09414,-9.79955,-9.80829,19.6078,19.6078,2.47911e-05,9.66852e-07
2.522,0,0,0.15,-0.000479852,-1.04707,-2.09414,-9.79957,-9.80827,19.6078,19.6078,2.46979e-05,9.63218e-07
2.523,0,0,0.15,-0.000478048,-1.04707,-2.09414,-9.79959,-9.80825,19.6078,19.6078,2.46051e-05,9.59598e-07
2.524,0,0,0.15,-0.000476252,-1.04707,-2.09414,-9.7996,-9.80824,19.6078,19.6078,2.45126e-05,9.55991e-07
2.525,0,0,0.15,-0.000474462,-1.04707,-2.09414,-9.79962,-9.80822,19.6078,19.6078,2.44205e-05,9.52398e-07
2.526,0,0,0.15,-0.000472678,-1.04707,-2.09414,-9.79964,-9.80821,19.6078,19.6078,2.43287e-05,9.48818e-07
2.527,0,0,0.15,-0.000470902,-1.04707,-2.09414,-9.79965,-9.80819,19.6078,19.6078,2.42372e-05,9.45252e-07
2.528,0,0,0.15,-0.000469132,-1.04707,-2.09415,-9.79967,-9.80817,19.6078,19.6078,2.41461e-05,9.41699e-07
2.529,0,0,0.15,-0.000467368,-1.04707,-2.09415,-9.79968,-9.80816,19.6078,19.6078,2.40554e-05,9.3816e-07
2.53,0,0,0.15,-0.000465612,-1.04707,-2.09415,-9.7997,-9.80814,19.6078,19.6078,2.3965e-05,9.34633e-07
2.531,0,0,0.15,-0.000463862,-1.04707,-2.09415,-9.79972,-9.80813,19.6078,19.6078,2.38749e-05,9.31121e-07
2.532,0,0,0.15,-0.000462118,-1.04707,-2.09415,-9.79973,-9.80811,19.6078,19.6078,2.37851e-05,9.27621e-07
2.533,0,0,0.15,-0.000460381,-1.04708,-2.09415,-9.79975,-9.80809,19.6078,19.6078,2.36958e-05,9.24134e-07
2.534,0,0,0.15,-0.000458651,-1.04708,-2.09415,-9.79976,-9.80808,19.6078,19.6078,2.36067e-05,9.20661e-07
2.535,0,0,0.15,-0.000456927,-1.04708,-2.09415,-9.79978,-9.80806,19.6078,19.6078,2.3518e-05,9.172e-07
2.536,0,0,0.15,-0.00045521,-1.04708,-2.09415,-9.79979,-9.80805,19.6078,19.6078,2.34296e-05,9.13753e-07
2.537,0,0,0.15,-0.000453499,-1.04708,-2.09415,-9.79981,-9.80803,19.6078,19.6078,2.33415e-05,9.10319e-07
2.538,0,0,0.15,-0.000451794,-1.04708,-2.09416,-9.79983,-9.80802,19.6078,19.6078,2.32538e-05,9.06897e-07
2.539,0,0,0.15,-0.000450096,-1.04708,-2.09416,-9.79984,-9.808,19.6078,19.6078,2.31664e-05,9.03488e-07
2.54,0,0,0.15,-0.000448404,-1.04708,-2.09416,-9.79986,-9.80799,19.6078,19.6078,2.30793e-05,9.00092e-07
2.541,0,0,0.15,-0.000446719,-1.04708,-2.09416,-9.79987,-9.80797,19.6078,19.6078,2.29925e-05,8.96709e-07
2.542,0,0,0.15,-0.00044504,-1.04708,-2.09416,-9.79989,-9.80796,19.6078,19.6078,2.29061e-05,8.93339e-07
2.543,0,0,0.15,-0.000443367,-1.04708,-2.09416,-9.7999,-9.80794,19.6078,19.6078,2.282e-05,8.89981e-07
2.544,0,0,0.15,-0.000441701,-1.04708,-2.09416,-9.79992,-9.80793,19.6078,19.6078,2.27343e-05,8.86636e-07
2.545,0,0,0.15,-0.000440041,-1.04708,-2.09416,-9.79993,-9.80791,19.6078,19.6078,2.26488e-05,8.83304e-07
2.546,0,0,0.15,-0.000438387,-1.04708,-2.09416,-9.79995,-9.80789,19.6078,19.6078,2.25637e-05,8.79984e-07
2.547,0,0,0.15,-0.000436739,-1.04708,-2.09416,-9.79996,-9.80788,19.6078,19.6078,2.24789e-05,8.76676e-07
2.548,0,0,0.15,-0.000435097,-1.04708,-2.09416,-9.79998,-9.80787,19.6078,19.6078,2.23944e-05,8.73381e-07
2.549,0,0,0.15,-0.000433462,-1.04708,-2.09416,-9.79999,-9.80785,19.6078,19.6078,2.23102e-05,8.70098e-07
2.55,0,0,0.15,-0.000431833,-1.04708,-2.09417,-9.80001,-9.80784,19.6078,19.6078,2.22264e-05,8.66828e-07
2.551,0,0,0.15,-0.00043021,-1.04708,-2.09417,-9.80002,-9.80782,19.6078,19.6078,2.21428e-05,8.6357e-07
2.552,0,0,0.15,-0.000428593,-1.04708,-2.09417,-9.80004,-9.80781,19.6078,19.6078,2.20596e-05,8.60324e-07
2.553,0,0,0.15,-0.000426982,-1.04708,-2.09417,-9.80005,-9.80779,19.6078,19.6078,2.19767e-05,8.5709e-07
2.554,0,0,0.15,-0.000425377,-1.04708,-2.09417,-9.80007,-9.80778,19.6078,19.6078,2.18941e-05,8.53869e-07
2.555,0,0,0.15,-0.000423778,-1.04709,-2.09417,-9.80008,-9.80776,19.6078,19.6078,2.18118e-05,8.5066e-07
2.556,0,0,0.15,-0.000422185,-1.04709,-2.09417,-9.80009,-9.80775,19.6078,19.6078,2.17298e-05,8.47462e-07
2.557,0,0,0.15,-0.000420598,-1.04709,-2.09417,-9.80011,-9.80773,19.6078,19.6078,2.16481e-05,8.44277e-07
2.558,0,0,0.15,-0.000419018,-1.04709,-2.09417,-9.80012,-9.80772,19.6078,19.6078,2.15668e-05,8.41104e-07
2.559,0,0,0.15,-0.000417443,-1.04709,-2.09417,-9.80014,-9.80771,19.6078,19.6078,2.14857e-05,8.37942e-07
2.56,0,0,0.15,-0.000415874,-1.04709,-2.09417,-9.80015,-9.80769,19.6078,19.6078,2.14049e-05,8.34793e-07
2.561,0,0,0.15,-0.00041431,-1.04709,-2.09418,-9.80017,-9.80768,19.6078,19.6078,2.13245e-05,8.31655e-07
2.562,0,0,0.15,-0.000412753,-1.04709,-2.09418,-9.80018,-9.80766,19.6078,19.6078,2.12443e-05,8.28529e-07
2.563,0,0,0.15,-0.000411202,-1.04709,-2.09418,-9.80019,-9.80765,19.6078,19.6078,2.11645e-05,8.25415e-07
2.564,0,0,0.15,-0.000409656,-1.04709,-2.09418,-9.80021,-9.80763,19.6078,19.6078,2.10849e-05,8.22313e-07
2.565,0,0,0.15,-0.000408117,-1.04709,-2.09418,-9.80022,-9.80762,19.6078,19.6078,2.10057e-05,8.19222e-07
2.566,0,0,0.15,-0.000406583,-1.04709,-2.09418,-9.80024,-9.80761,19.6078,19.6078,2.09267e-05,8.16143e-07
2.567,0,0,0.15,-0.000405054,-1.04709,-2.09418,-9.80025,-9.80759,19.6078,19.6078,2.08481e-05,8.13075e-07
2.568,0,0,0.15,-0.000403532,-1.04709,-2.09418,-9.80026,-9.80758,19.6078,19.6078,2.07697e-05,8.10019e-07
2.569,0,0,0.15,-0.000402015,-1.04709,-2.09418,-9.80028,-9.80757,19.6078,19.6078,2.06917e-05,8.06975e-07
2.57,0,0,0.15,-0.000400504,-1.04709,-2.09418,-9.80029,-9.80755,19.6078,19.6078,2.06139e-05,8.03942e-07
2.571,0,0,0.15,-0.000398999,-1.04709,-2.09418,-9.8003,-9.80754,19.6078,19.6078,2.05364e-05,8.0092e-07
2.572,0,0,0.15,-0.000397499,-1.04709,-2.09418,-9.80032,-9.80752,19.6078,19.6078,2.04592e-05,7.9791e-07
2.573,0,0,0.15,-0.000396005,-1.04709,-2.09418,-9.80033,-9.80751,19.6078,19.6078,2.03823e-05,7.94911e-07
2.574,0,0,0.15,-0.000394517,-1.04709,-2.09419,-9.80034,-9.8075,19.6078,19.6078,2.03057e-05,7.91923e-07
2.575,0,0,0.15,-0.000393034,-1.04709,-2.09419,-9.80036,-9.80748,19.6078,19.6078,2.02294e-05,7.88946e-07
2.576,0,0,0.15,-0.000391557,-1.04709,-2.09419,-9.80037,-9.80747,19.6078,19.6078,2.01534e-05,7.85981e-07
2.577,0,0,0.15,-0.000390085,-1.04709,-2.09419,-9.80039,-9.80746,19.6078,19.6078,2.00776e-05,7.83027e-07
2.578,0,0,0.15,-0.000388619,-1.04709,-2.09419,-9.8004,-9.80744,19.6078,19.6078,2.00021e-05,7.80084e-07
2.579,0,0,0.15,-0.000387158,-1.04709,-2.09419,-9.80041,-9.80743,19.6078,19.6078,1.9927e-05,7.77152e-07
2.58,0,0,0.15,-0.000385703,-1.0471,-2.09419,-9.80042,-9.80742,19.6078,19.6078,1.98521e-05,7.74231e-07
2.581,0,0,0.15,-0.000384253,-1.0471,-2.09419,-9.80044,-9.8074,19.6078,19.6078,1.97775e-05,7.71321e-07
2.582,0,0,0.15,-0.000382809,-1.0471,-2.09419,-9.80045,-9.80739,19.6078,19.6078,1.97031e-05,7.68422e-07
2.583,0,0,0.15,-0.00038137,-1.0471,-2.09419,-9.80046,-9.80738,19.6078,19.6078,1.96291e-05,7.65533e-07
2.584,0,0,0.15,-0.000379937,-1.0471,-2.09419,-9.80048,-9.80737,19.6078,19.6078,1.95553e-05,7.62656e-07
2.585,0,0,0.15,-0.000378509,-1.0471,-2.09419,-9.80049,-9.80735,19.6078,19.6078,1.94818e-05,7.59789e-07
2.586,0,0,0.15,-0.000377086,-1.0471,-2.09419,-9.8005,-9.80734,19.6078,19.6078,1.94086e-05,7.56934e-07
2.587,0,0,0.15,-0.000375669,-1.0471,-2.0942,-9.80052,-9.80733,19.6078,19.6078,1.93356e-05,7.54089e-07
2.588,0,0,0.15,-0.000374257,-1.0471,-2.0942,-9.80053,-9.80731,19.6078,19.6078,1.92629e-05,7.51254e-07
2.589,0,0,0.15,-0.00037285,-1.0471,-2.0942,-9.80054,-9.8073,19.6078,19.6078,1.91905e-05,7.48431e-07
2.59,0,0,0.15,-0.000371449,-1.0471,-2.0942,-9.80055,-9.80729,19.6078,19.6078,1.91184e-05,7.45618e-07
2.591,0,0,0.15,-0.000370053,-1.0471,-2.0942,-9.80057,-9.80728,19.6078,19.6078,1.90465e-05,7.42815e-07
2.592,0,0,0.15,-0.000368662,-1.0471,-2.0942,-9.80058,-9.80726,19.6078,19.6078,1.8975e-05,7.40023e-07
2.593,0,0,0.15,-0.000367276,-1.0471,-2.0942,-9.80059,-9.80725,19.6078,19.6078,1.89036e-05,7.37242e-07
2.594,0,0,0.15,-0.000365896,-1.0471,-2.0942,-9.8006,-9.80724,19.6078,19.6078,1.88326e-05,7.34471e-07
2.595,0,0,0.15,-0.00036452,-1.0471,-2.0942,-9.80062,-9.80723,19.6078,19.6078,1.87618e-05,7.3171e-07
2.596,0,0,0.15,-0.00036315,-1.0471,-2.0942,-9.80063,-9.80721,19.6078,19.6078,1.86913e-05,7.2896e-07
2.597,0,0,0.15,-0.000361785,-1.0471,-2.0942,-9.80064,-9.8072,19.6078,19.6078,1.8621e-05,7.2622e-07
2.598,0,0,0.15,-0.000360425,-1.0471,-2.0942,-9.80065,-9.80719,19.6078,19.6078,1.8551e-05,7.2349e-07
2.599,0,0,0.15,-0.000359071,-1.0471,-2.0942,-9.80067,-9.80718,19.6078,19.6078,1.84813e-05,7.20771e-07
2.6,0,0,0.15,-0.000357721,-1.0471,-2.09421,-9.80068,-9.80716,19.6078,19.6078,1.84118e-05,7.18062e-07
2.601,0,0,0.15,-0.000356377,-1.0471,-2.09421,-9.80069,-9.80715,19.6078,19.6078,1.83426e-05,7.15363e-07
2.602,0,0,0.15,-0.000355037,-1.0471,-2.09421,-9.8007,-9.80714,19.6078,19.6078,1.82737e-05,7.12674e-07
2.603,0,0,0.15,-0.000353703,-1.0471,-2.09421,-9.80071,-9.80713,19.6078,19.6078,1.8205e-05,7.09996e-07
2.604,0,0,0.15,-0.000352373,-1.0471,-2.09421,-9.80073,-9.80712,19.6078,19.6078,1.81366e-05,7.07327e-07
2.605,0,0,0.15,-0.000351049,-1.0471,-2.09421,-9.80074,-9.8071,19.6078,19.6078,1.80684e-05,7.04668e-07
2.606,0,0,0.15,-0.000349729,-1.0471,-2.09421,-9.80075,-9.80709,19.6078,19.6078,1.80005e-05,7.0202e-07
2.607,0,0,0.15,-0.000348415,-1.04711,-2.09421,-9.80076,-9.80708,19.6078,19.6078,1.79329e-05,6.99381e-07
2.608,0,0,0.15,-0.000347105,-1.04711,-2.09421,-9.80077,-9.80707,19.6078,19.6078,1.78655e-05,6.96753e-07
2.609,0,0,0.15,-0.000345801,-1.04711,-2.09421,-9.80079,-9.80706,19.6078,19.6078,1.77983e-05,6.94134e-07
2.61,0,0,0.15,-0.000344501,-1.04711,-2.09421,-9.8008,-9.80704,19.6078,19.6078,1.77314e-05,6.91525e-07
2.611,0,0,0.15,-0.000343206,-1.04711,-2.09421,-9.80081,-9.80703,19.6078,19.6078,1.76648e-05,6.88926e-07
2.612,0,0,0.15,-0.000341916,-1.04711,-2.09421,-9.80082,-9.80702,19.6078,19.6078,1.75984e-05,6.86336e-07
2.613,0,0,0.15,-0.000340631,-1.04711,-2.09421,-9.80083,-9.80701,19.6078,19.6078,1.75322e-05,6.83757e-07
2.614,0,0,0.15,-0.000339351,-1.04711,-2.09421,-9.80085,-9.807,19.6078,19.6078,1.74663e-05,6.81187e-07
2.615,0,0,0.15,-0.000338075,-1.04711,-2.09422,-9.80086,-9.80699,19.6078,19.6078,1.74007e-05,6.78626e-07
2.616,0,0,0.15,-0.000336804,-1.04711,-2.09422,-9.80087,-9.80697,19.6078,19.6078,1.73353e-05,6.76076e-07
2.617,0,0,0.15,-0.000335539,-1.04711,-2.09422,-9.80088,-9.80696,19.6078,19.6078,1.72701e-05,6.73534e-07
2.618,0,0,0.15,-0.000334277,-1.04711,-2.09422,-9.80089,-9.80695,19.6078,19.6078,1.72052e-05,6.71003e-07
2.619,0,0,0.15,-0.000333021,-1.04711,-2.09422,-9.8009,-9.80694,19.6078,19.6078,1.71405e-05,6.68481e-07
2.62,0,0,0.15,-0.000331769,-1.04711,-2.09422,-9.80091,-9.80693,19.6078,19.6078,1.70761e-05,6.65968e-07
2.621,0,0,0.15,-0.000330522,-1.04711,-2.09422,-9.80093,-9.80692,19.6078,19.6078,1.70119e-05,6.63465e-07
2.622,0,0,0.15,-0.00032928,-1.04711,-2.09422,-9.80094,-9.80691,19.6078,19.6078,1.6948e-05,6.60971e-07
2.623,0,0,0.15,-0.000328042,-1.04711,-2.09422,-9.80095,-9.80689,19.6078,19.6078,1.68843e-05,6.58487e-07
2.624,0,0,0.15,-0.000326809,-1.04711,-2.09422,-9.80096,-9.80688,19.6078,19.6078,1.68208e-05,6.56012e-07
2.625,0,0,0.15,-0.000325581,-1.04711,-2.09422,-9.80097,-9.80687,19.6078,19.6078,1.67576e-05,6.53546e-07
2.626,0,0,0.15,-0.000324357,-1.04711,-2.09422,-9.80098,-9.80686,19.6078,19.6078,1.66946e-05,6.5109e-07
2.627,0,0,0.15,-0.000323138,-1.04711,-2.09422,-9.80099,-9.80685,19.6078,19.6078,1.66319e-05,6.48643e-07
2.628,0,0,0.15,-0.000321924,-1.04711,-2.09422,-9.801,-9.80684,19.6078,19.6078,1.65694e-05,6.46205e-07
2.629,0,0,0.15,-0.000320714,-1.04711,-2.09422,-9.80101,-9.80683,19.6078,19.6078,1.65071e-05,6.43776e-07
2.63,0,0,0.15,-0.000319508,-1.04711,-2.09423,-9.80102,-9.80682,19.6078,19.6078,1.6445e-05,6.41356e-07
2.631,0,0,0.15,-0.000318307,-1.04711,-2.09423,-9.80104,-9.80681,19.6078,19.6078,1.63832e-05,6.38946e-07
2.632,0,0,0.15,-0.000317111,-1.04711,-2.09423,-9.80105,-9.8068,19.6078,19.6078,1.63216e-05,6.36544e-07
2.633,0,0,0.15,-0.000315919,-1.04711,-2.09423,-9.80106,-9.80679,19.6078,19.6078,1.62603e-05,6.34152e-07
2.634,0,0,0.15,-0.000314732,-1.04711,-2.09423,-9.80107,-9.80677,19.6078,19.6078,1.61992e-05,6.31768e-07
2.635,0,0,0.15,-0.000313549,-1.04711,-2.09423,-9.80108,-9.80676,19.6078,19.6078,1.61383e-05,6.29394e-07
2.636,0,0,0.15,-0.00031237,-1.04711,-2.09423,-9.80109,-9.80675,19.6078,19.6078,1.60776e-05,6.27028e-07
2.637,0,0,0.15,-0.000311196,-1.04711,-2.09423,-9.8011,-9.80674,19.6078,19.6078,1.60172e-05,6.24671e-07
2.638,0,0,0.15,-0.000310026,-1.04712,-2.09423,-9.80111,-9.80673,19.6078,19.6078,1.5957e-05,6.22323e-07
2.639,0,0,0.15,-0.000308861,-1.04712,-2.09423,-9.80112,-9.80672,19.6078,19.6078,1.5897e-05,6.19984e-07
2.64,0,0,0.15,-0.0003077,-1.04712,-2.09423,-9.80113,-9.80671,19.6078,19.6078,1.58373e-05,6.17654e-07
2.641,0,0,0.15,-0.000306544,-1.04712,-2.09423,-9.80114,-9.8067,19.6078,19.6078,1.57778e-05,6.15332e-07
2.642,0,0,0.15,-0.000305391,-1.04712,-2.09423,-9.80115,-9.80669,19.6078,19.6078,1.57185e-05,6.1302e-07
2.643,0,0,0.15,-0.000304244,-1.04712,-2.09423,-9.80116,-9.80668,19.6078,19.6078,1.56594e-05,6.10715e-07
2.644,0,0,0.15,-0.0003031,-1.04712,-2.09423,-9.80117,-9.80667,19.6078,19.6078,1.56005e-05,6.0842e-07
