t,ua,ub,uc,omega_mech,theta_mech,theta_e,ia,ib,ic,id,iq,T_em
1.038,0,0,0.15,-0.128115,-1.01316,-2.02629,-8.59864,-10.9155,19.5142,19.56,0.00657329,0.000256358
1.039,0,0,0.15,-0.127634,-1.01329,-2.02655,-8.60331,-10.9116,19.5149,19.5603,0.00654879,0.000255403
1.04,0,0,0.15,-0.127155,-1.01341,-2.0268,-8.60797,-10.9076,19.5156,19.5607,0.00652438,0.000254451
1.041,0,0,0.15,-0.126678,-1.01354,-2.02705,-8.6126,-10.9037,19.5163,19.561,0.00650006,0.000253502
1.042,0,0,0.15,-0.126203,-1.01367,-2.02731,-8.61722,-10.8997,19.5169,19.5614,0.00647583,0.000252557
1.043,0,0,0.15,-0.12573,-1.01379,-2.02756,-8.62182,-10.8958,19.5176,19.5617,0.00645169,0.000251616
1.044,0,0,0.15,-0.125258,-1.01392,-2.02781,-8.6264,-10.8919,19.5183,19.5621,0.00642764,0.000250678
1.045,0,0,0.15,-0.124789,-1.01404,-2.02806,-8.63097,-10.888,19.519,19.5624,0.00640367,0.000249743
1.046,0,0,0.15,-0.12432,-1.01417,-2.02831,-8.63551,-10.8841,19.5196,19.5628,0.0063798,0.000248812
1.047,0,0,0.15,-0.123854,-1.01429,-2.02856,-8.64004,-10.8803,19.5203,19.5631,0.00635601,0.000247884
1.048,0,0,0.15,-0.12339,-1.01441,-2.02881,-8.64455,-10.8764,19.521,19.5634,0.00633231,0.00024696
1.049,0,0,0.15,-0.122927,-1.01454,-2.02905,-8.64904,-10.8726,19.5216,19.5638,0.00630869,0.000246039
1.05,0,0,0.15,-0.122466,-1.01466,-2.0293,-8.65352,-10.8687,19.5223,19.5641,0.00628516,0.000245121
1.051,0,0,0.15,-0.122006,-1.01478,-2.02954,-8.65797,-10.8649,19.5229,19.5644,0.00626172,0.000244207
1.052,0,0,0.15,-0.121549,-1.0149,-2.02979,-8.66241,-10.8611,19.5235,19.5648,0.00623837,0.000243296
1.053,0,0,0.15,-0.121093,-1.01503,-2.03003,-8.66683,-10.8573,19.5242,19.5651,0.0062151,0.000242389
1.054,0,0,0.15,-0.120638,-1.01515,-2.03027,-8.67124,-10.8536,19.5248,19.5654,0.00619191,0.000241485
1.055,0,0,0.15,-0.120186,-1.01527,-2.03051,-8.67562,-10.8498,19.5254,19.5657,0.00616881,0.000240584
1.056,0,0,0.15,-0.119735,-1.01539,-2.03075,-8.67999,-10.846,19.526,19.566,0.0061458,0.000239686
1.057,0,0,0.15,-0.119286,-1.01551,-2.03099,-8.68434,-10.8423,19.5266,19.5663,0.00612287,0.000238792
1.058,0,0,0.15,-0.118838,-1.01563,-2.03123,-8.68868,-10.8386,19.5272,19.5667,0.00610002,0.000237901
1.059,0,0,0.15,-0.118392,-1.01574,-2.03146,-8.69299,-10.8349,19.5278,19.567,0.00607726,0.000237013
1.06,0,0,0.15,-0.117948,-1.01586,-2.0317,-8.69729,-10.8312,19.5284,19.5673,0.00605459,0.000236129
1.061,0,0,0.15,-0.117506,-1.01598,-2.03194,-8.70158,-10.8275,19.529,19.5676,0.00603199,0.000235248
1.062,0,0,0.15,-0.117065,-1.0161,-2.03217,-8.70584,-10.8238,19.5296,19.5679,0.00600948,0.00023437
1.063,0,0,0.15,-0.116626,-1.01621,-2.03241,-8.71009,-10.8201,19.5302,19.5682,0.00598705,0.000233495
1.064,0,0,0.15,-0.116188,-1.01633,-2.03264,-8.71432,-10.8165,19.5308,19.5685,0.00596471,0.000232624
1.065,0,0,0.15,-0.115752,-1.01645,-2.03287,-8.71854,-10.8128,19.5314,19.5688,0.00594244,0.000231755
1.066,0,0,0.15,-0.115318,-1.01656,-2.0331,-8.72274,-10.8092,19.532,19.5691,0.00592026,0.00023089
1.067,0,0,0.15,-0.114885,-1.01668,-2.03333,-8.72692,-10.8056,19.5325,19.5694,0.00589816,0.000230028
1.068,0,0,0.15,-0.114454,-1.01679,-2.03356,-8.73109,-10.802,19.5331,19.5696,0.00587614,0.00022917
1.069,0,0,0.15,-0.114025,-1.01691,-2.03379,-8.73524,-10.7984,19.5336,19.5699,0.0058542,0.000228314
1.07,0,0,0.15,-0.113597,-1.01702,-2.03402,-8.73937,-10.7948,19.5342,19.5702,0.00583235,0.000227462
1.071,0,0,0.15,-0.113171,-1.01713,-2.03424,-8.74349,-10.7913,19.5347,19.5705,0.00581057,0.000226612
1.072,0,0,0.15,-0.112746,-1.01725,-2.03447,-8.74759,-10.7877,19.5353,19.5708,0.00578887,0.000225766
1.073,0,0,0.15,-0.112323,-1.01736,-2.03469,-8.75167,-10.7842,19.5358,19.5711,0.00576726,0.000224923
1.074,0,0,0.15,-0.111901,-1.01747,-2.03492,-8.75574,-10.7806,19.5364,19.5713,0.00574572,0.000224083
1.075,0,0,0.15,-0.111481,-1.01758,-2.03514,-8.75979,-10.7771,19.5369,19.5716,0.00572426,0.000223246
1.076,0,0,0.15,-0.111063,-1.01769,-2.03537,-8.76383,-10.7736,19.5374,19.5719,0.00570289,0.000222413
1.077,0,0,0.15,-0.110646,-1.0178,-2.03559,-8.76785,-10.7701,19.538,19.5721,0.00568159,0.000221582
1.078,0,0,0.15,-0.110231,-1.01791,-2.03581,-8.77186,-10.7666,19.5385,19.5724,0.00566037,0.000220754
1.079,0,0,0.15,-0.109818,-1.01802,-2.03603,-8.77584,-10.7632,19.539,19.5727,0.00563922,0.00021993
1.08,0,0,0.15,-0.109405,-1.01813,-2.03625,-8.77982,-10.7597,19.5395,19.5729,0.00561816,0.000219108
1.081,0,0,0.15,-0.108995,-1.01824,-2.03647,-8.78377,-10.7563,19.54,19.5732,0.00559717,0.00021829
1.082,0,0,0.15,-0.108586,-1.01835,-2.03668,-8.78772,-10.7528,19.5406,19.5735,0.00557626,0.000217474
1.083,0,0,0.15,-0.108178,-1.01846,-2.0369,-8.79164,-10.7494,19.5411,19.5737,0.00555543,0.000216662
1.084,0,0,0.15,-0.107772,-1.01857,-2.03712,-8.79555,-10.746,19.5416,19.574,0.00553468,0.000215852
1.085,0,0,0.15,-0.107368,-1.01868,-2.03733,-8.79945,-10.7426,19.5421,19.5742,0.005514,0.000215046
1.086,0,0,0.15,-0.106965,-1.01878,-2.03755,-8.80333,-10.7392,19.5425,19.5745,0.0054934,0.000214242
1.087,0,0,0.15,-0.106564,-1.01889,-2.03776,-8.80719,-10.7358,19.543,19.5747,0.00547287,0.000213442
1.088,0,0,0.15,-0.106164,-1.019,-2.03797,-8.81104,-10.7325,19.5435,19.575,0.00545242,0.000212644
1.089,0,0,0.15,-0.105765,-1.0191,-2.03818,-8.81488,-10.7291,19.544,19.5752,0.00543204,0.00021185
1.09,0,0,0.15,-0.105368,-1.01921,-2.03839,-8.81869,-10.7258,19.5445,19.5755,0.00541174,0.000211058
1.091,0,0,0.15,-0.104973,-1.01931,-2.03861,-8.8225,-10.7225,19.545,19.5757,0.00539152,0.000210269
1.092,0,0,0.15,-0.104579,-1.01942,-2.03881,-8.82629,-10.7191,19.5454,19.576,0.00537137,0.000209483
1.093,0,0,0.15,-0.104186,-1.01952,-2.03902,-8.83006,-10.7158,19.5459,19.5762,0.00535129,0.0002087
1.094,0,0,0.15,-0.103795,-1.01963,-2.03923,-8.83382,-10.7125,19.5464,19.5764,0.00533129,0.00020792
1.095,0,0,0.15,-0.103406,-1.01973,-2.03944,-8.83757,-10.7093,19.5468,19.5767,0.00531136,0.000207143
1.096,0,0,0.15,-0.103018,-1.01983,-2.03965,-8.8413,-10.706,19.5473,19.5769,0.00529151,0.000206369
1.097,0,0,0.15,-0.102631,-1.01994,-2.03985,-8.84501,-10.7027,19.5477,19.5771,0.00527173,0.000205597
1.098,0,0,0.15,-0.102246,-1.02004,-2.04006,-8.84871,-10.6995,19.5482,19.5774,0.00525202,0.000204829
1.099,0,0,0.15,-0.101862,-1.02014,-2.04026,-8.8524,-10.6962,19.5486,19.5776,0.00523239,0.000204063
1.1,0,0,0.15,-0.10148,-1.02024,-2.04046,-8.85607,-10.693,19.5491,19.5778,0.00521283,0.0002033
1.101,0,0,0.15,-0.101099,-1.02034,-2.04067,-8.85972,-10.6898,19.5495,19.578,0.00519334,0.00020254
1.102,0,0,0.15,-0.100719,-1.02044,-2.04087,-8.86337,-10.6866,19.5499,19.5783,0.00517392,0.000201783
1.103,0,0,0.15,-0.100341,-1.02054,-2.04107,-8.867,-10.6834,19.5504,19.5785,0.00515457,0.000201028
1.104,0,0,0.15,-0.0999644,-1.02064,-2.04127,-8.87061,-10.6802,19.5508,19.5787,0.0051353,0.000200277
1.105,0,0,0.15,-0.0995892,-1.02074,-2.04147,-8.87421,-10.677,19.5512,19.5789,0.0051161,0.000199528
1.106,0,0,0.15,-0.0992154,-1.02084,-2.04167,-8.87779,-10.6739,19.5517,19.5791,0.00509697,0.000198782
1.107,0,0,0.15,-0.098843,-1.02094,-2.04187,-8.88137,-10.6707,19.5521,19.5794,0.00507791,0.000198038
1.108,0,0,0.15,-0.0984719,-1.02104,-2.04206,-8.88492,-10.6676,19.5525,19.5796,0.00505892,0.000197298
1.109,0,0,0.15,-0.0981023,-1.02114,-2.04226,-8.88847,-10.6644,19.5529,19.5798,0.00504,0.00019656
1.11,0,0,0.15,-0.097734,-1.02124,-2.04246,-8.892,-10.6613,19.5533,19.58,0.00502115,0.000195825
1.111,0,0,0.15,-0.0973671,-1.02134,-2.04265,-8.89551,-10.6582,19.5537,19.5802,0.00500237,0.000195092
1.112,0,0,0.15,-0.0970016,-1.02143,-2.04285,-8.89901,-10.6551,19.5541,19.5804,0.00498366,0.000194363
1.113,0,0,0.15,-0.0966375,-1.02153,-2.04304,-8.9025,-10.652,19.5545,19.5806,0.00496501,0.000193636
1.114,0,0,0.15,-0.0962747,-1.02163,-2.04323,-8.90598,-10.649,19.5549,19.5808,0.00494644,0.000192911
1.115,0,0,0.15,-0.0959133,-1.02172,-2.04342,-8.90944,-10.6459,19.5553,19.581,0.00492794,0.00019219
1.116,0,0,0.15,-0.0955532,-1.02182,-2.04362,-8.91288,-10.6429,19.5557,19.5812,0.0049095,0.000191471
1.117,0,0,0.15,-0.0951945,-1.02191,-2.04381,-8.91632,-10.6398,19.5561,19.5814,0.00489114,0.000190754
1.118,0,0,0.15,-0.0948371,-1.02201,-2.044,-8.91974,-10.6368,19.5565,19.5816,0.00487284,0.000190041
1.119,0,0,0.15,-0.0944811,-1.0221,-2.04419,-8.92314,-10.6338,19.5569,19.5818,0.00485461,0.00018933
1.12,0,0,0.15,-0.0941264,-1.0222,-2.04437,-8.92654,-10.6307,19.5573,19.582,0.00483645,0.000188621
1.121,0,0,0.15,-0.093773,-1.02229,-2.04456,-8.92992,-10.6277,19.5577,19.5822,0.00481835,0.000187916
1.122,0,0,0.15,-0.093421,-1.02238,-2.04475,-8.93328,-10.6248,19.558,19.5824,0.00480032,0.000187213
1.123,0,0,0.15,-0.0930702,-1.02248,-2.04494,-8.93664,-10.6218,19.5584,19.5826,0.00478236,0.000186512
1.124,0,0,0.15,-0.0927208,-1.02257,-2.04512,-8.93998,-10.6188,19.5588,19.5828,0.00476446,0.000185814
1.125,0,0,0.15,-0.0923727,-1.02266,-2.04531,-8.9433,-10.6158,19.5591,19.583,0.00474664,0.000185119
1.126,0,0,0.15,-0.0920259,-1.02276,-2.04549,-8.94662,-10.6129,19.5595,19.5832,0.00472887,0.000184426
1.127,0,0,0.15,-0.0916804,-1.02285,-2.04568,-8.94992,-10.61,19.5599,19.5833,0.00471118,0.000183736
1.128,0,0,0.15,-0.0913362,-1.02294,-2.04586,-8.95321,-10.607,19.5602,19.5835,0.00469354,0.000183048
1.129,0,0,0.15,-0.0909933,-1.02303,-2.04604,-8.95648,-10.6041,19.5606,19.5837,0.00467598,0.000182363
1.13,0,0,0.15,-0.0906516,-1.02312,-2.04622,-8.95974,-10.6012,19.5609,19.5839,0.00465848,0.000181681
1.131,0,0,0.15,-0.0903113,-1.02321,-2.0464,-8.96299,-10.5983,19.5613,19.5841,0.00464104,0.000181001
1.132,0,0,0.15,-0.0899722,-1.0233,-2.04658,-8.96623,-10.5954,19.5616,19.5842,0.00462367,0.000180323
1.133,0,0,0.15,-0.0896344,-1.02339,-2.04676,-8.96945,-10.5925,19.562,19.5844,0.00460637,0.000179648
1.134,0,0,0.15,-0.0892978,-1.02348,-2.04694,-8.97267,-10.5897,19.5623,19.5846,0.00458912,0.000178976
1.135,0,0,0.15,-0.0889626,-1.02357,-2.04712,-8.97586,-10.5868,19.5627,19.5848,0.00457195,0.000178306
1.136,0,0,0.15,-0.0886285,-1.02366,-2.0473,-8.97905,-10.584,19.563,19.5849,0.00455483,0.000177638
1.137,0,0,0.15,-0.0882958,-1.02375,-2.04748,-8.98222,-10.5811,19.5633,19.5851,0.00453778,0.000176973
1.138,0,0,0.15,-0.0879642,-1.02383,-2.04765,-8.98539,-10.5783,19.5637,19.5853,0.00452079,0.000176311
1.139,0,0,0.15,-0.0876339,-1.02392,-2.04783,-8.98853,-10.5755,19.564,19.5855,0.00450387,0.000175651
1.14,0,0,0.15,-0.0873049,-1.02401,-2.048,-8.99167,-10.5727,19.5643,19.5856,0.00448701,0.000174993
1.141,0,0,0.15,-0.0869771,-1.0241,-2.04818,-8.9948,-10.5699,19.5647,19.5858,0.00447021,0.000174338
1.142,0,0,0.15,-0.0866505,-1.02418,-2.04835,-8.99791,-10.5671,19.565,19.586,0.00445347,0.000173685
1.143,0,0,0.15,-0.0863251,-1.02427,-2.04852,-9.00101,-10.5643,19.5653,19.5861,0.0044368,0.000173035
1.144,0,0,0.15,-0.086001,-1.02436,-2.0487,-9.0041,-10.5615,19.5656,19.5863,0.00442018,0.000172387
1.145,0,0,0.15,-0.0856781,-1.02444,-2.04887,-9.00717,-10.5588,19.5659,19.5864,0.00440363,0.000171742
1.146,0,0,0.15,-0.0853563,-1.02453,-2.04904,-9.01023,-10.556,19.5663,19.5866,0.00438714,0.000171099
1.147,0,0,0.15,-0.0850358,-1.02461,-2.04921,-9.01329,-10.5533,19.5666,19.5868,0.00437072,0.000170458
1.148,0,0,0.15,-0.0847165,-1.0247,-2.04938,-9.01633,-10.5506,19.5669,19.5869,0.00435435,0.00016982
1.149,0,0,0.15,-0.0843984,-1.02478,-2.04955,-9.01935,-10.5478,19.5672,19.5871,0.00433804,0.000169184
1.15,0,0,0.15,-0.0840815,-1.02487,-2.04972,-9.02237,-10.5451,19.5675,19.5872,0.0043218,0.00016855
1.151,0,0,0.15,-0.0837657,-1.02495,-2.04988,-9.02537,-10.5424,19.5678,19.5874,0.00430561,0.000167919
1.152,0,0,0.15,-0.0834512,-1.02503,-2.05005,-9.02837,-10.5397,19.5681,19.5875,0.00428949,0.00016729
1.153,0,0,0.15,-0.0831378,-1.02512,-2.05022,-9.03135,-10.537,19.5684,19.5877,0.00427342,0.000166663
1.154,0,0,0.15,-0.0828256,-1.0252,-2.05038,-9.03432,-10.5344,19.5687,19.5878,0.00425742,0.000166039
1.155,0,0,0.15,-0.0825146,-1.02528,-2.05055,-9.03727,-10.5317,19.569,19.588,0.00424147,0.000165417
1.156,0,0,0.15,-0.0822047,-1.02537,-2.05071,-9.04022,-10.5291,19.5693,19.5881,0.00422559,0.000164798
1.157,0,0,0.15,-0.081896,-1.02545,-2.05088,-9.04315,-10.5264,19.5696,19.5883,0.00420976,0.000164181
1.158,0,0,0.15,-0.0815885,-1.02553,-2.05104,-9.04608,-10.5238,19.5699,19.5884,0.00419399,0.000163566
1.159,0,0,0.15,-0.0812821,-1.02561,-2.0512,-9.04899,-10.5211,19.5701,19.5886,0.00417828,0.000162953
1.16,0,0,0.15,-0.0809768,-1.02569,-2.05137,-9.05189,-10.5185,19.5704,19.5887,0.00416263,0.000162343
1.161,0,0,0.15,-0.0806727,-1.02577,-2.05153,-9.05478,-10.5159,19.5707,19.5889,0.00414704,0.000161734
1.162,0,0,0.15,-0.0803698,-1.02585,-2.05169,-9.05765,-10.5133,19.571,19.589,0.0041315,0.000161129
1.163,0,0,0.15,-0.080068,-1.02593,-2.05185,-9.06052,-10.5107,19.5713,19.5892,0.00411602,0.000160525
1.164,0,0,0.15,-0.0797673,-1.02601,-2.05201,-9.06338,-10.5082,19.5715,19.5893,0.0041006,0.000159924
1.165,0,0,0.15,-0.0794677,-1.02609,-2.05217,-9.06622,-10.5056,19.5718,19.5894,0.00408524,0.000159324
1.166,0,0,0.15,-0.0791693,-1.02617,-2.05233,-9.06905,-10.503,19.5721,19.5896,0.00406994,0.000158727
1.167,0,0,0.15,-0.0788719,-1.02625,-2.05249,-9.07187,-10.5005,19.5723,19.5897,0.00405469,0.000158133
1.168,0,0,0.15,-0.0785757,-1.02633,-2.05264,-9.07468,-10.4979,19.5726,19.5898,0.0040395,0.00015754
1.169,0,0,0.15,-0.0782806,-1.02641,-2.0528,-9.07748,-10.4954,19.5729,19.59,0.00402436,0.00015695
1.17,0,0,0.15,-0.0779866,-1.02649,-2.05296,-9.08027,-10.4929,19.5731,19.5901,0.00400928,0.000156362
1.171,0,0,0.15,-0.0776938,-1.02656,-2.05311,-9.08305,-10.4903,19.5734,19.5902,0.00399426,0.000155776
1.172,0,0,0.15,-0.077402,-1.02664,-2.05327,-9.08582,-10.4878,19.5736,19.5904,0.00397929,0.000155192
1.173,0,0,0.15,-0.0771113,-1.02672,-2.05342,-9.08857,-10.4853,19.5739,19.5905,0.00396438,0.000154611
1.174,0,0,0.15,-0.0768217,-1.0268,-2.05358,-9.09132,-10.4828,19.5742,19.5906,0.00394953,0.000154032
1.175,0,0,0.15,-0.0765332,-1.02687,-2.05373,-9.09405,-10.4804,19.5744,19.5908,0.00393473,0.000153454
1.176,0,0,0.15,-0.0762457,-1.02695,-2.05388,-9.09678,-10.4779,19.5747,19.5909,0.00391998,0.000152879
1.177,0,0,0.15,-0.0759594,-1.02702,-2.05403,-9.09949,-10.4754,19.5749,19.591,0.00390529,0.000152306
1.178,0,0,0.15,-0.0756741,-1.0271,-2.05419,-9.10219,-10.473,19.5752,19.5912,0.00389066,0.000151736
1.179,0,0,0.15,-0.0753899,-1.02718,-2.05434,-9.10489,-10.4705,19.5754,19.5913,0.00387608,0.000151167
1.18,0,0,0.15,-0.0751067,-1.02725,-2.05449,-9.10757,-10.4681,19.5756,19.5914,0.00386155,0.000150601
1.181,0,0,0.15,-0.0748246,-1.02733,-2.05464,-9.11024,-10.4657,19.5759,19.5915,0.00384708,0.000150036
1.182,0,0,0.15,-0.0745436,-1.0274,-2.05479,-9.1129,-10.4632,19.5761,19.5916,0.00383266,0.000149474
1.183,0,0,0.15,-0.0742636,-1.02748,-2.05494,-9.11555,-10.4608,19.5764,19.5918,0.0038183,0.000148914
1.184,0,0,0.15,-0.0739847,-1.02755,-2.05508,-9.11819,-10.4584,19.5766,19.5919,0.00380399,0.000148355
1.185,0,0,0.15,-0.0737068,-1.02762,-2.05523,-9.12082,-10.456,19.5768,19.592,0.00378973,0.000147799
1.186,0,0,0.15,-0.07343,-1.0277,-2.05538,-9.12344,-10.4536,19.5771,19.5921,0.00377552,0.000147245
1.187,0,0,0.15,-0.0731542,-1.02777,-2.05553,-9.12605,-10.4513,19.5773,19.5922,0.00376137,0.000146694
1.188,0,0,0.15,-0.0728794,-1.02784,-2.05567,-9.12865,-10.4489,19.5775,19.5924,0.00374727,0.000146144
1.189,0,0,0.15,-0.0726057,-1.02792,-2.05582,-9.13124,-10.4465,19.5778,19.5925,0.00373323,0.000145596
1.19,0,0,0.15,-0.072333,-1.02799,-2.05596,-9.13382,-10.4442,19.578,19.5926,0.00371923,0.00014505
1.191,0,0,0.15,-0.0720613,-1.02806,-2.05611,-9.13638,-10.4418,19.5782,19.5927,0.00370529,0.000144506
1.192,0,0,0.15,-0.0717906,-1.02813,-2.05625,-9.13894,-10.4395,19.5784,19.5928,0.0036914,0.000143965
1.193,0,0,0.15,-0.071521,-1.0282,-2.05639,-9.14149,-10.4372,19.5786,19.5929,0.00367757,0.000143425
1.194,0,0,0.15,-0.0712523,-1.02828,-2.05654,-9.14403,-10.4348,19.5789,19.593,0.00366378,0.000142887
1.195,0,0,0.15,-0.0709847,-1.02835,-2.05668,-9.14656,-10.4325,19.5791,19.5932,0.00365004,0.000142352
1.196,0,0,0.15,-0.0707181,-1.02842,-2.05682,-9.14908,-10.4302,19.5793,19.5933,0.00363636,0.000141818
1.197,0,0,0.15,-0.0704524,-1.02849,-2.05696,-9.15159,-10.4279,19.5795,19.5934,0.00362273,0.000141286
1.198,0,0,0.15,-0.0701878,-1.02856,-2.0571,-9.15409,-10.4256,19.5797,19.5935,0.00360915,0.000140757
1.199,0,0,0.15,-0.0699242,-1.02863,-2.05724,-9.15658,-10.4234,19.5799,19.5936,0.00359561,0.000140229
1.2,0,0,0.15,-0.0696615,-1.0287,-2.05738,-9.15906,-10.4211,19.5801,19.5937,0.00358213,0.000139703
1.201,0,0,0.15,-0.0693999,-1.02877,-2.05752,-9.16153,-10.4188,19.5804,19.5938,0.0035687,0.000139179
1.202,0,0,0.15,-0.0691392,-1.02884,-2.05766,-9.16399,-10.4166,19.5806,19.5939,0.00355532,0.000138658
1.203,0,0,0.15,-0.0688795,-1.02891,-2.0578,-9.16644,-10.4143,19.5808,19.594,0.00354199,0.000138138
1.204,0,0,0.15,-0.0686207,-1.02897,-2.05794,-9.16888,-10.4121,19.581,19.5941,0.00352871,0.00013762
1.205,0,0,0.15,-0.068363,-1.02904,-2.05807,-9.17132,-10.4099,19.5812,19.5942,0.00351548,0.000137104
1.206,0,0,0.15,-0.0681062,-1.02911,-2.05821,-9.17374,-10.4076,19.5814,19.5943,0.0035023,0.00013659
1.207,0,0,0.15,-0.0678504,-1.02918,-2.05834,-9.17615,-10.4054,19.5816,19.5944,0.00348917,0.000136078
1.208,0,0,0.15,-0.0675955,-1.02925,-2.05848,-9.17856,-10.4032,19.5818,19.5945,0.00347608,0.000135567
1.209,0,0,0.15,-0.0673416,-1.02931,-2.05862,-9.18095,-10.401,19.582,19.5946,0.00346305,0.000135059
1.21,0,0,0.15,-0.0670886,-1.02938,-2.05875,-9.18334,-10.3988,19.5822,19.5947,0.00345006,0.000134552
1.211,0,0,0.15,-0.0668366,-1.02945,-2.05888,-9.18571,-10.3966,19.5823,19.5948,0.00343713,0.000134048
1.212,0,0,0.15,-0.0665855,-1.02952,-2.05902,-9.18808,-10.3945,19.5825,19.5949,0.00342424,0.000133545
1.213,0,0,0.15,-0.0663354,-1.02958,-2.05915,-9.19044,-10.3923,19.5827,19.595,0.0034114,0.000133044
1.214,0,0,0.15,-0.0660862,-1.02965,-2.05928,-9.19279,-10.3901,19.5829,19.5951,0.0033986,0.000132545
1.215,0,0,0.15,-0.065838,-1.02971,-2.05941,-9.19512,-10.388,19.5831,19.5952,0.00338586,0.000132048
1.216,0,0,0.15,-0.0655907,-1.02978,-2.05955,-9.19745,-10.3858,19.5833,19.5953,0.00337316,0.000131553
1.217,0,0,0.15,-0.0653443,-1.02985,-2.05968,-9.19978,-10.3837,19.5835,19.5954,0.00336051,0.00013106
1.218,0,0,0.15,-0.0650988,-1.02991,-2.05981,-9.20209,-10.3816,19.5837,19.5955,0.00334791,0.000130568
1.219,0,0,0.15,-0.0648543,-1.02998,-2.05994,-9.20439,-10.3794,19.5838,19.5956,0.00333535,0.000130079
1.22,0,0,0.15,-0.0646106,-1.03004,-2.06007,-9.20669,-10.3773,19.584,19.5957,0.00332284,0.000129591
1.221,0,0,0.15,-0.0643679,-1.0301,-2.0602,-9.20897,-10.3752,19.5842,19.5958,0.00331038,0.000129105
1.222,0,0,0.15,-0.0641261,-1.03017,-2.06032,-9.21125,-10.3731,19.5844,19.5959,0.00329796,0.00012862
1.223,0,0,0.15,-0.0638852,-1.03023,-2.06045,-9.21351,-10.371,19.5845,19.5959,0.00328559,0.000128138
1.224,0,0,0.15,-0.0636452,-1.0303,-2.06058,-9.21577,-10.3689,19.5847,19.596,0.00327327,0.000127657
1.225,0,0,0.15,-0.0634061,-1.03036,-2.06071,-9.21802,-10.3669,19.5849,19.5961,0.00326099,0.000127179
1.226,0,0,0.15,-0.063168,-1.03042,-2.06083,-9.22027,-10.3648,19.5851,19.5962,0.00324876,0.000126702
1.227,0,0,0.15,-0.0629307,-1.03049,-2.06096,-9.2225,-10.3627,19.5852,19.5963,0.00323657,0.000126226
1.228,0,0,0.15,-0.0626942,-1.03055,-2.06109,-9.22472,-10.3607,19.5854,19.5964,0.00322443,0.000125753
1.229,0,0,0.15,-0.0624587,-1.03061,-2.06121,-9.22694,-10.3586,19.5856,19.5965,0.00321234,0.000125281
1.23,0,0,0.15,-0.0622241,-1.03067,-2.06134,-9.22914,-10.3566,19.5857,19.5966,0.00320029,0.000124811
1.231,0,0,0.15,-0.0619903,-1.03074,-2.06146,-9.23134,-10.3546,19.5859,19.5966,0.00318828,0.000124343
1.232,0,0,0.15,-0.0617575,-1.0308,-2.06158,-9.23353,-10.3525,19.5861,19.5967,0.00317632,0.000123877
1.233,0,0,0.15,-0.0615254,-1.03086,-2.06171,-9.23571,-10.3505,19.5862,19.5968,0.00316441,0.000123412
1.234,0,0,0.15,-0.0612943,-1.03092,-2.06183,-9.23789,-10.3485,19.5864,19.5969,0.00315254,0.000122949
1.235,0,0,0.15,-0.061064,-1.03098,-2.06195,-9.24005,-10.3465,19.5866,19.597,0.00314071,0.000122488
1.236,0,0,0.15,-0.0608346,-1.03104,-2.06207,-9.24221,-10.3445,19.5867,19.5971,0.00312893,0.000122028
1.237,0,0,0.15,-0.0606061,-1.0311,-2.0622,-9.24435,-10.3425,19.5869,19.5971,0.00311719,0.00012157
1.238,0,0,0.15,-0.0603784,-1.03116,-2.06232,-9.24649,-10.3405,19.587,19.5972,0.0031055,0.000121114
1.239,0,0,0.15,-0.0601516,-1.03122,-2.06244,-9.24862,-10.3386,19.5872,19.5973,0.00309385,0.00012066
1.24,0,0,0.15,-0.0599256,-1.03128,-2.06256,-9.25074,-10.3366,19.5873,19.5974,0.00308224,0.000120207
1.241,0,0,0.15,-0.0597005,-1.03134,-2.06268,-9.25286,-10.3346,19.5875,19.5975,0.00307068,0.000119756
1.242,0,0,0.15,-0.0594762,-1.0314,-2.0628,-9.25497,-10.3327,19.5877,19.5975,0.00305916,0.000119307
1.243,0,0,0.15,-0.0592527,-1.03146,-2.06291,-9.25706,-10.3307,19.5878,19.5976,0.00304768,0.000118859
1.244,0,0,0.15,-0.0590301,-1.03152,-2.06303,-9.25915,-10.3288,19.588,19.5977,0.00303624,0.000118414
1.245,0,0,0.15,-0.0588084,-1.03158,-2.06315,-9.26123,-10.3269,19.5881,19.5978,0.00302485,0.000117969
1.246,0,0,0.15,-0.0585874,-1.03164,-2.06327,-9.26331,-10.3249,19.5883,19.5978,0.0030135,0.000117527
1.247,0,0,0.15,-0.0583673,-1.0317,-2.06339,-9.26537,-10.323,19.5884,19.5979,0.0030022,0.000117086
1.248,0,0,0.15,-0.058148,-1.03176,-2.0635,-9.26743,-10.3211,19.5885,19.598,0.00299093,0.000116646
1.249,0,0,0.15,-0.0579296,-1.03181,-2.06362,-9.26948,-10.3192,19.5887,19.5981,0.00297971,0.000116209
1.25,0,0,0.15,-0.0577119,-1.03187,-2.06373,-9.27152,-10.3173,19.5888,19.5981,0.00296853,0.000115773
1.251,0,0,0.15,-0.0574951,-1.03193,-2.06385,-9.27356,-10.3154,19.589,19.5982,0.00295739,0.000115338
1.252,0,0,0.15,-0.0572791,-1.03199,-2.06396,-9.27558,-10.3135,19.5891,19.5983,0.00294629,0.000114905
1.253,0,0,0.15,-0.0570639,-1.03204,-2.06408,-9.2776,-10.3117,19.5893,19.5984,0.00293524,0.000114474
1.254,0,0,0.15,-0.0568495,-1.0321,-2.06419,-9.27961,-10.3098,19.5894,19.5984,0.00292422,0.000114045
